edge_id,kind,from_node,to_node,area_m2,resistance_Pa_s2_m6,target_m3_s,flow_m3_s,velocity_m_s,shortfall_m3_s,closed,flow_p05_m3_s,flow_p50_m3_s,flow_p95_m3_s,target_probability
main-fan,fan,fan-house,atmosphere-out,30,0.004,0,234.99951940397364,7.833317313465788,0.0,False,227.95447728487193,235.6653323712872,242.24991318920524,1.0
intake-shaft-0,intake,atmosphere-in,intake-0,30,0.012,0,187.59696487993224,6.253232162664408,0.0,False,181.05155502822447,187.79603276415395,195.53815652152105,1.0
return-shaft-0,return,return-0,fan-house,28,0.015,0,234.99951940397364,8.392839978713344,0.0,False,227.95447728487193,235.6653323712872,242.24991318920524,1.0
l0-supply-0,intake,intake-0,l0-in-0,22,0.025,0,89.2296652860447,4.055893876638396,0.0,False,85.34520227118219,89.65578093649702,94.01638995849706,1.0
l0-extract-0,return,l0-out-0,return-0,22,0.03,0,93.8291334495919,4.264960611345086,0.0,False,90.04587765228973,94.2207754774237,98.45422223892149,1.0
l0-working-0,working,l0-in-0,l0-stope-0,13,0.75,15,31.251066054845147,2.4039281580650114,0.0,False,28.662163455468523,31.43430234970529,34.57327519645845,1.0
l0-stope-return-0,return,l0-stope-0,l0-out-0,15,0.22,0,31.251066054845147,2.0834044036563433,0.0,False,28.662163455468523,31.43430234970529,34.57327519645845,1.0
l0-supply-1,intake,l0-in-0,l0-in-1,22,0.033,0,57.97859923119956,2.6353908741454344,0.0,False,54.99584233247283,58.22409122206683,61.873680762654445,1.0
l0-extract-1,return,l0-out-1,l0-out-0,22,0.037,0,62.57806739474676,2.8444576088521254,0.0,False,59.68408939014847,62.704371825831814,65.75002457700946,1.0
l0-working-1,working,l0-in-1,l0-stope-1,14,0.94,18,24.055508081205268,1.7182505772289478,0.0,False,22.035201439126904,24.18525064633127,26.36114072737086,1.0
l0-stope-return-1,return,l0-stope-1,l0-out-1,15,0.255,0,24.055508081205268,1.6037005387470178,0.0,False,22.035201439126904,24.18525064633127,26.36114072737086,1.0
l0-supply-2,intake,l0-in-1,l0-in-2,22,0.041,0,33.923091149994285,1.5419586886361039,0.0,False,30.79495028829404,33.95027469588683,36.98613813599829,1.0
l0-extract-2,return,l0-out-2,l0-out-1,22,0.044,0,38.522559313541485,1.7510254233427949,0.0,False,36.1980787951019,38.49059345521829,41.108516688143425,1.0
l0-working-2,working,l0-in-2,l0-stope-2,15,1.13,15,20.193262569094113,1.346217504606274,0.0,False,18.337433477688755,20.128737390035965,22.180952582973163,1.0
l0-stope-return-2,return,l0-stope-2,l0-out-2,15,0.29000000000000004,0,20.193262569094113,1.346217504606274,0.0,False,18.337433477688755,20.128737390035965,22.180952582973163,1.0
l0-supply-3,intake,l0-in-2,l0-in-3,22,0.049,0,13.729828580900174,0.6240831173136443,0.0,False,10.781581158367223,14.040233898647697,16.551448177696663,1.0
l0-extract-3,return,l0-out-3,l0-out-2,22,0.051000000000000004,0,18.329296744447376,0.8331498520203353,0.0,False,16.657101224884666,18.303753934968633,20.3264888226271,1.0
l0-working-3,working,l0-in-3,l0-stope-3,16,1.32,18,18.329296744447376,1.145581046527961,0.0,False,16.657101224884666,18.303753934968633,20.3264888226271,0.60546875
