edge_id,kind,from_node,to_node,area_m2,resistance_Pa_s2_m6,target_m3_s,flow_m3_s,velocity_m_s,shortfall_m3_s,closed,flow_p05_m3_s,flow_p50_m3_s,flow_p95_m3_s,target_probability
intake-decline,intake,atmosphere-in,intake-hub,35,0.018,0,175.0977772029996,5.002793634371417,0.0,False,169.18780921414557,175.8160568823004,182.20925480434101,1.0
district-fan,fan,return-hub,atmosphere-out,35,0.02,0,175.09777720299962,5.002793634371418,0.0,False,169.18780921414557,175.8160568823004,182.20925480434101,1.0
west-supply-0,intake,intake-hub,west-i0,24,0.027999999999999997,0,106.65709690308472,4.444045704295196,0.0,False,101.94926253774246,107.23231651676326,112.2857530412129,1.0
west-return-0,return,west-r0,return-hub,24,0.034999999999999996,0,106.65709690308474,4.444045704295197,0.0,False,101.94926253774246,107.23231651676326,112.2857530412129,1.0
west-production-0,working,west-i0,west-face0,14,0.63,20,32.38581156784787,2.313272254846276,0.0,False,29.86492599189643,32.63054054414134,35.90956356004526,1.0
west-face-return-0,return,west-face0,west-r0,16,0.21,0,32.38581156784787,2.0241132229904917,0.0,False,29.86492599189643,32.63054054414134,35.90956356004526,1.0
west-supply-1,intake,west-i0,west-i1,24,0.027999999999999997,0,74.27128533523687,3.094636888968203,0.0,False,70.54004322637206,74.46370066005233,78.51121793513545,1.0
west-return-1,return,west-r1,west-r0,24,0.034999999999999996,0,74.27128533523687,3.094636888968203,0.0,False,70.54004322637206,74.46370066005233,78.51121793513545,1.0
west-production-1,working,west-i1,west-face1,14,0.735,20,23.760359219264288,1.6971685156617349,0.0,False,21.738075296879426,23.771011974995602,26.148205509761635,0.99609375
west-face-return-1,return,west-face1,west-r1,16,0.21,0,23.760359219264288,1.485022451204018,0.0,False,21.738075296879426,23.771011974995602,26.148205509761635,1.0
west-supply-2,intake,west-i1,west-i2,24,0.027999999999999997,0,50.510926115972566,2.104621921498857,0.0,False,47.32645863966782,50.43175906483801,53.740883586893744,1.0
west-return-2,return,west-r2,west-r1,24,0.034999999999999996,0,50.510926115972566,2.104621921498857,0.0,False,47.32645863966782,50.43175906483801,53.740883586893744,1.0
west-production-2,working,west-i2,west-face2,14,0.84,20,18.841920915342907,1.3458514939530648,1.1580790846570927,False,17.0522542296825,18.83005234141268,20.82536649657554,0.140625
west-face-return-2,return,west-face2,west-r2,16,0.21,0,18.841920915342907,1.1776200572089317,0.0,False,17.0522542296825,18.83005234141268,20.82536649657554,1.0
west-supply-3,intake,west-i2,west-i3,24,0.027999999999999997,0,31.669005200629666,1.3195418833595693,0.0,False,29.26196084771747,31.749481755673592,34.20948324726134,1.0
west-return-3,return,west-r3,west-r2,24,0.034999999999999996,0,31.669005200629666,1.3195418833595693,0.0,False,29.26196084771747,31.749481755673592,34.20948324726134,1.0
west-production-3,working,west-i3,west-face3,14,0.945,20,16.37188361341113,1.1694202581007949,3.6281163865888715,False,14.80035247687442,16.419677786960058,18.134368427183922,0.0
west-face-return-3,return,west-face3,west-r3,16,0.21,0,16.37188361341113,1.0232427258381955,0.0,False,14.80035247687442,16.419677786960055,18.134368427183922,1.0
west-supply-4,intake,west-i3,west-i4,24,0.027999999999999997,0,15.297121587218538,0.6373800661341057,0.0,False,13.758533991785885,15.30210222180971,16.957700278701765,1.0
west-return-4,return,west-r4,west-r3,24,0.034999999999999996,0,15.297121587218538,0.6373800661341057,0.0,False,13.758533991785885,15.30210222180971,16.957700278701765,1.0
west-production-4,working,west-i4,west-face4,14,1.0499999999999998,20,15.297121587218538,1.0926515419441813,4.7028784127814625,False,13.758533991785885,15.30210222180971,16.957700278701765,0.0
west-face-return-4,return,west-face4,west-r4,16,0.21,0,15.297121587218538,0.9560700992011586,0.0,False,13.758533991785885,15.30210222180971,16.957700278701765,1.0
east-supply-0,intake,intake-hub,east-i0,24,0.068,0,68.44068029991487,2.851695012496453,0.0,False,65.29356522002443,68.62968683696545,72.4722295582,1.0
east-return-0,return,east-r0,return-hub,24,0.085,0,68.44068029991487,2.851695012496453,0.0,False,65.29356522002443,68.62968683696545,72.4722295582,1.0
east-production-0,working,east-i0,east-face0,14,1.53,20,20.781617352499538,1.4844012394642527,0.0,False,19.04479562791596,20.944811075322136,22.655613313467015,0.7734375
east-face-return-0,return,east-face0,east-r0,16,0.51,0,20.781617352499538,1.2988510845312211,0.0,False,19.04479562791596,20.944811075322136,22.655613313467015,1.0
east-supply-1,intake,east-i0,east-i1,24,0.068,0,47.65906294741533,1.9857942894756386,0.0,False,45.36599166680813,47.61262446240808,50.8481894296301,1.0
east-return-1,return,east-r1,east-r0,24,0.085,0,47.65906294741533,1.9857942894756386,0.0,False,45.36599166680813,47.61262446240808,50.8481894296301,1.0
east-production-1,working,east-i1,east-face1,14,1.785,20,15.24675990960506,1.0890542792575044,4.753240090394939,False,13.859471319699109,15.366472188639458,16.723259679690493,0.0
east-face-return-1,return,east-face1,east-r1,16,0.51,0,15.24675990960506,0.9529224943503163,0.0,False,13.859471319699109,15.366472188639458,16.723259679690493,1.0
east-supply-2,intake,east-i1,east-i2,24,0.068,0,32.412303037810275,1.3505126265754281,0.0,False,30.398822139580496,32.35242210242349,34.48065154800183,1.0
east-return-2,return,east-r2,east-r1,24,0.085,0,32.412303037810275,1.3505126265754281,0.0,False,30.398822139580496,32.35242210242349,34.48065154800183,1.0
east-production-2,working,east-i2,east-face2,14,2.04,20,12.090652408953593,0.863618029210971,7.909347591046407,False,10.851384674127411,12.03036762965876,13.33076560297999,0.0
